Total_Pemasukan_Belum,Total_Pengeluaran_Belum,Total_Anggaran_Belum,Total_Tabungan_Belum,Status_Kesehatan_Finansial,Total_Pemasukan,Total_Pengeluaran,Total_Anggaran,Total_Tabungan
12544733,6782604,5787182,1248724,Perlu Perhatian,12500000,6800000,5800000,1200000
12692671,2580043,1890503,3734099,Sehat,12700000,2600000,1900000,3700000
16174149,4019427,4381682,1660970,Sehat,16200000,4000000,4400000,1700000
11932583,10452384,8761099,646662,Berisiko,11900000,10500000,8800000,600000
11556142,6943499,7104109,1959994,Perlu Perhatian,11600000,6900000,7100000,2000000
19007619,10002046,8633394,1924886,Perlu Perhatian,19000000,10000000,8600000,1900000
19708883,5694050,4481858,5721737,Sehat,19700000,5700000,4500000,5700000
12230337,2956976,3044771,1673055,Sehat,12200000,3000000,3000000,1700000
14787616,3595416,3795869,2564262,Sehat,14800000,3600000,3800000,2600000
12934773,13446124,13971613,2335066,Berisiko,12900000,13400000,14000000,2300000
7914930,3676192,2716034,846424,Sehat,7900000,3700000,2700000,800000
16050099,17250941,15627795,3012414,Berisiko,16100000,17300000,15600000,3000000
12736510,3860194,3971953,2274268,Sehat,12700000,3900000,4000000,2300000
5660331,3740553,3489833,342102,Perlu Perhatian,5700000,3700000,3500000,300000
14515088,4941237,4453799,2079627,Sehat,14500000,4900000,4500000,2100000
10607616,10493925,10155822,1659159,Berisiko,10600000,10500000,10200000,1700000
4355151,3464782,3710118,1136143,Perlu Perhatian,4400000,3500000,3700000,1100000
3244820,2807235,2797345,535002,Berisiko,3200000,2800000,2800000,500000
13593484,14811326,15076807,732324,Berisiko,13600000,14800000,15100000,700000
4928593,1544947,1203010,665838,Sehat,4900000,1500000,1200000,700000
18897747,13109584,9716725,2213916,Perlu Perhatian,18900000,13100000,9700000,2200000
8922690,9854435,7087241,1171980,Berisiko,8900000,9900000,7100000,1200000
10641541,3850752,4101656,2166667,Sehat,10600000,3900000,4100000,2200000
19679673,16642177,13469134,1424056,Berisiko,19700000,16600000,13500000,1400000
9502013,4170632,3834464,2489887,Sehat,9500000,4200000,3800000,2500000
14533646,6856865,6204030,3339400,Sehat,14500000,6900000,6200000,3300000
9817123,4578120,4429065,2208130,Sehat,9800000,4600000,4400000,2200000
10040299,4715740,3763418,3953561,Sehat,10000000,4700000,3800000,4000000
14141359,16357747,14033758,1977983,Berisiko,14100000,16400000,14000000,2000000
6880187,5603063,4699794,517556,Berisiko,6900000,5600000,4700000,500000
18639734,15870505,14736500,474486,Berisiko,18600000,15900000,14700000,500000
7269783,2410792,2613494,2819209,Sehat,7300000,2400000,2600000,2800000
5023217,1703894,1511072,905610,Sehat,5000000,1700000,1500000,900000
16895837,7300736,6652105,6294334,Sehat,16900000,7300000,6700000,6300000
18288313,4829131,4640127,7047944,Sehat,18300000,4800000,4600000,7000000
7550682,4046274,2915346,730884,Perlu Perhatian,7600000,4000000,2900000,700000
13127959,8593315,9274109,665227,Perlu Perhatian,13100000,8600000,9300000,700000
14147315,9025827,9628020,2870333,Perlu Perhatian,14100000,9000000,9600000,2900000
8477187,7861830,5749135,320113,Berisiko,8500000,7900000,5700000,300000
12983174,4476880,4231521,2215419,Sehat,13000000,4500000,4200000,2200000
9633729,4291098,3356224,3173149,Sehat,9600000,4300000,3400000,3200000
10959055,5539461,4364859,1024559,Perlu Perhatian,11000000,5500000,4400000,1000000
17863966,18457904,13181538,1377615,Berisiko,17900000,18500000,13200000,1400000
16284216,9682586,9458862,3208130,Perlu Perhatian,16300000,9700000,9500000,3200000
7672004,2235267,2008359,1390128,Sehat,7700000,2200000,2000000,1400000
6268050,3363799,2870333,336676,Perlu Perhatian,6300000,3400000,2900000,300000
19019195,12543804,11424596,3770700,Perlu Perhatian,19000000,12500000,11400000,3800000
6823577,2458141,2319721,2561000,Sehat,6800000,2500000,2300000,2600000
16567734,17871463,15467064,491109,Berisiko,16600000,17900000,15500000,500000
6885705,4678322,5041472,1967038,Perlu Perhatian,6900000,4700000,5000000,2000000
15014575,4040850,3301709,4593907,Sehat,15000000,4000000,3300000,4600000
10791882,7490029,6584662,717070,Perlu Perhatian,10800000,7500000,6600000,700000
5523533,3350618,2838183,527743,Perlu Perhatian,5500000,3400000,2800000,500000
6774286,1769232,1872680,2303677,Sehat,6800000,1800000,1900000,2300000
19788926,7631383,6184896,5250077,Sehat,19800000,7600000,6200000,5300000
7296653,5389704,4324336,706446,Perlu Perhatian,7300000,5400000,4300000,700000
8734227,4894282,4775456,1213132,Perlu Perhatian,8700000,4900000,4800000,1200000
16351834,4140626,3715768,2285849,Sehat,16400000,4100000,3700000,2300000
12213670,9675756,8269412,2060131,Perlu Perhatian,12200000,9700000,8300000,2100000
9018963,10540911,8547189,1354463,Berisiko,9000000,10500000,8500000,1400000
19871428,6115337,6566948,2648119,Sehat,19900000,6100000,6600000,2600000
19766943,4014711,4321197,4535243,Sehat,19800000,4000000,4300000,4500000
17279385,18183851,16059284,3285787,Berisiko,17300000,18200000,16100000,3300000
4272311,3110218,2383555,407459,Perlu Perhatian,4300000,3100000,2400000,400000
17592319,4078014,3481544,6815367,Sehat,17600000,4100000,3500000,6800000
4653246,4408163,3933052,302130,Berisiko,4700000,4400000,3900000,300000
11635435,6237123,5021552,2713681,Perlu Perhatian,11600000,6200000,5000000,2700000
6469974,4057210,3839617,1373661,Perlu Perhatian,6500000,4100000,3800000,1400000
19942200,5819159,4841078,3353046,Sehat,19900000,5800000,4800000,3400000
19098568,14257017,11103894,5607801,Perlu Perhatian,19100000,14300000,11100000,5600000
15708347,11270191,9416191,3790243,Perlu Perhatian,15700000,11300000,9400000,3800000
7004243,3665272,3034539,751209,Perlu Perhatian,7000000,3700000,3000000,800000
12309056,3279687,3106825,3447618,Sehat,12300000,3300000,3100000,3400000
13107764,10862644,9583094,2531141,Berisiko,13100000,10900000,9600000,2500000
7310176,8627142,6646311,421181,Berisiko,7300000,8600000,6600000,400000
9248114,8401063,6861479,371700,Berisiko,9200000,8400000,6900000,400000
18956352,8998280,7358405,2776924,Sehat,19000000,9000000,7400000,2800000
7163964,5377950,4532976,2012122,Perlu Perhatian,7200000,5400000,4500000,2000000
4446193,1760050,1721480,1688678,Sehat,4400000,1800000,1700000,1700000
12241675,2865150,2592377,3140651,Sehat,12200000,2900000,2600000,3100000
10103525,3092761,2450890,3865113,Sehat,10100000,3100000,2500000,3900000
17267877,8312144,8672995,3684172,Sehat,17300000,8300000,8700000,3700000
15415172,8083363,8673136,3016400,Perlu Perhatian,15400000,8100000,8700000,3000000
19476278,14813642,12624934,1431099,Perlu Perhatian,19500000,14800000,12600000,1400000
8717902,8390563,8381541,1469061,Berisiko,8700000,8400000,8400000,1500000
3853279,1093027,1030951,455263,Sehat,3900000,1100000,1000000,500000
3994027,4285136,4372183,270583,Berisiko,4000000,4300000,4400000,300000
10446508,9187545,9288586,8101,Berisiko,10400000,9200000,9300000,0
5761102,5934076,4267392,819629,Berisiko,5800000,5900000,4300000,800000
13454672,8535393,6875320,1776987,Perlu Perhatian,13500000,8500000,6900000,1800000
6716298,6324752,4964423,776452,Berisiko,6700000,6300000,5000000,800000
18884602,8178713,6758234,7249563,Sehat,18900000,8200000,6800000,7200000
7170954,2666806,2037071,1286296,Sehat,7200000,2700000,2000000,1300000
11196208,4078100,3304336,2811664,Sehat,11200000,4100000,3300000,2800000
8206799,1656742,1684737,2163015,Sehat,8200000,1700000,1700000,2200000
18740835,16073579,15205431,2915158,Berisiko,18700000,16100000,15200000,2900000
18229805,9808574,7941525,916601,Perlu Perhatian,18200000,9800000,7900000,900000
9118492,4452703,3823025,1494556,Sehat,9100000,4500000,3800000,1500000
6088040,5187517,4377501,299883,Berisiko,6100000,5200000,4400000,300000
11290927,4773981,3850251,2604733,Sehat,11300000,4800000,3900000,2600000
7629525,5083635,3654036,2115928,Perlu Perhatian,7600000,5100000,3700000,2100000
18460444,20268699,17256728,1799024,Berisiko,18500000,20300000,17300000,1800000
13547108,4617123,4895585,1724905,Sehat,13500000,4600000,4900000,1700000
12109884,12830554,12032713,1781109,Berisiko,12100000,12800000,12000000,1800000
4536578,2374963,1967436,1051406,Perlu Perhatian,4500000,2400000,2000000,1100000
4952332,4499780,4726576,362976,Berisiko,5000000,4500000,4700000,400000
7844834,5647200,4556044,1859719,Perlu Perhatian,7800000,5600000,4600000,1900000
15504916,13693978,13646100,644674,Berisiko,15500000,13700000,13600000,600000
5576053,5356313,4527674,406681,Berisiko,5600000,5400000,4500000,400000
12513787,5743779,5213280,1330285,Sehat,12500000,5700000,5200000,1300000
5106890,2346116,2240249,1273248,Sehat,5100000,2300000,2200000,1300000
19857145,19953537,17695698,3165071,Berisiko,19900000,20000000,17700000,3200000
6395997,1466975,1242755,1423039,Sehat,6400000,1500000,1200000,1400000
4772926,3873737,3795679,31001,Berisiko,4800000,3900000,3800000,0
19007892,7778580,6519882,4897141,Sehat,19000000,7800000,6500000,4900000
5888373,3857603,3004947,1038223,Perlu Perhatian,5900000,3900000,3000000,1000000
5293330,6169909,6466723,421152,Berisiko,5300000,6200000,6500000,400000
4938807,4510846,4223393,911871,Berisiko,4900000,4500000,4200000,900000
12467333,2539833,2275095,3754853,Sehat,12500000,2500000,2300000,3800000
12593199,5572639,4109577,4710085,Sehat,12600000,5600000,4100000,4700000
7451840,2280523,2372185,775167,Sehat,7500000,2300000,2400000,800000
8002463,3241526,3136763,1951264,Sehat,8000000,3200000,3100000,2000000
15470962,7927837,8443022,1468400,Perlu Perhatian,15500000,7900000,8400000,1500000
7464401,6381084,6970043,491292,Berisiko,7500000,6400000,7000000,500000
19419894,15438505,12908777,2088520,Perlu Perhatian,19400000,15400000,12900000,2100000
16844378,14764789,12808311,1770911,Berisiko,16800000,14800000,12800000,1800000
15189261,15915331,11457235,2254547,Berisiko,15200000,15900000,11500000,2300000
15613835,6150054,5064898,5064750,Sehat,15600000,6200000,5100000,5100000
14378422,4251509,4292908,1829505,Sehat,14400000,4300000,4300000,1800000
14086957,7921720,6138412,819906,Perlu Perhatian,14100000,7900000,6100000,800000
3195663,2336310,1663836,348659,Perlu Perhatian,3200000,2300000,1700000,300000
14906575,3317753,3218011,1794254,Sehat,14900000,3300000,3200000,1800000
9172570,10594113,9465694,608022,Berisiko,9200000,10600000,9500000,600000
3947348,1141550,1168928,803266,Sehat,3900000,1100000,1200000,800000
9975062,7171806,7852508,941740,Perlu Perhatian,10000000,7200000,7900000,900000
17630354,16616876,13625356,1978953,Berisiko,17600000,16600000,13600000,2000000
19659460,20153290,20738089,456802,Berisiko,19700000,20200000,20700000,500000
5103954,3137802,2614298,485238,Perlu Perhatian,5100000,3100000,2600000,500000
18372076,15071449,11449754,1857174,Berisiko,18400000,15100000,11400000,1900000
9305420,5414721,4645648,1743394,Perlu Perhatian,9300000,5400000,4600000,1700000
13610118,13800128,14265849,2094228,Berisiko,13600000,13800000,14300000,2100000
5277239,4670617,4498830,444830,Berisiko,5300000,4700000,4500000,400000
14845653,16979395,11933092,2006170,Berisiko,14800000,17000000,11900000,2000000
5642239,3925232,3757899,795357,Perlu Perhatian,5600000,3900000,3800000,800000
7075187,8012681,7057296,156308,Berisiko,7100000,8000000,7100000,200000
9832472,4358949,4758742,1196316,Sehat,9800000,4400000,4800000,1200000
10508787,5592936,5183229,2616661,Perlu Perhatian,10500000,5600000,5200000,2600000
17806464,17803606,17657592,1079179,Berisiko,17800000,17800000,17700000,1100000
13368812,12700826,10484417,578297,Berisiko,13400000,12700000,10500000,600000
9551671,8604951,8451419,1141700,Berisiko,9600000,8600000,8500000,1100000
10121911,7479938,6182592,2428317,Perlu Perhatian,10100000,7500000,6200000,2400000
15219447,5339013,4928551,6033412,Sehat,15200000,5300000,4900000,6000000
10119801,3910719,3795903,1014725,Sehat,10100000,3900000,3800000,1000000
7103947,7657925,7913935,676665,Berisiko,7100000,7700000,7900000,700000
9666002,4351097,4534038,2298915,Sehat,9700000,4400000,4500000,2300000
8397305,7184303,6941647,1077717,Berisiko,8400000,7200000,6900000,1100000
7038406,2021050,2012078,1981646,Sehat,7000000,2000000,2000000,2000000
9529882,11176271,11682033,1145057,Berisiko,9500000,11200000,11700000,1100000
10203847,2498438,2083030,3771143,Sehat,10200000,2500000,2100000,3800000
10891621,6670869,5127428,825309,Perlu Perhatian,10900000,6700000,5100000,800000
19639436,6362459,5992410,3237038,Sehat,19600000,6400000,6000000,3200000
6799202,1485121,1048330,1140598,Sehat,6800000,1500000,1000000,1100000
16065118,13805324,13596743,2610964,Berisiko,16100000,13800000,13600000,2600000
12046557,11815762,11317981,780348,Berisiko,12000000,11800000,11300000,800000
8816966,6689469,5042557,1111024,Perlu Perhatian,8800000,6700000,5000000,1100000
16438157,8544874,7048616,3373752,Perlu Perhatian,16400000,8500000,7000000,3400000
5813629,4955915,4042643,656938,Berisiko,5800000,5000000,4000000,700000
19403098,19306940,18300183,898652,Berisiko,19400000,19300000,18300000,900000
9129698,2145135,2118740,2005202,Sehat,9100000,2100000,2100000,2000000
10693330,5445218,5163280,2644833,Perlu Perhatian,10700000,5400000,5200000,2600000
9290060,3897520,3779764,2120068,Sehat,9300000,3900000,3800000,2100000
12764759,12479104,10419313,1782373,Berisiko,12800000,12500000,10400000,1800000
6786672,2390472,2260129,1683487,Sehat,6800000,2400000,2300000,1700000
14186808,6693022,6116864,2429520,Sehat,14200000,6700000,6100000,2400000
10884857,5184949,5205305,1547615,Sehat,10900000,5200000,5200000,1500000
6097971,2391916,2534695,2300509,Sehat,6100000,2400000,2500000,2300000
14637770,16821031,16718970,1905776,Berisiko,14600000,16800000,16700000,1900000
16751312,14183987,14191085,60180,Berisiko,16800000,14200000,14200000,100000
11299308,10344103,8869544,239248,Berisiko,11300000,10300000,8900000,200000
17864107,15478328,11062442,3204430,Berisiko,17900000,15500000,11100000,3200000
15326038,5607758,4409354,5144881,Sehat,15300000,5600000,4400000,5100000
12647785,7665895,6520921,3102661,Perlu Perhatian,12600000,7700000,6500000,3100000
19682653,17905957,13194250,965284,Berisiko,19700000,17900000,13200000,1000000
10761673,6139728,5021606,899912,Perlu Perhatian,10800000,6100000,5000000,900000
12424245,4233651,3235936,4157241,Sehat,12400000,4200000,3200000,4200000
15003420,10402270,8851979,2614161,Perlu Perhatian,15000000,10400000,8900000,2600000
13980611,3284620,2341087,4782627,Sehat,14000000,3300000,2300000,4800000
14053403,14102037,10600659,2463579,Berisiko,14100000,14100000,10600000,2500000
3924189,2192469,2370486,622216,Perlu Perhatian,3900000,2200000,2400000,600000
6395875,5247300,5416536,1168931,Berisiko,6400000,5200000,5400000,1200000
17230048,17897701,16382585,847660,Berisiko,17200000,17900000,16400000,800000
15567499,6688859,6613944,4906009,Sehat,15600000,6700000,6600000,4900000
4914855,5225250,4079584,506262,Berisiko,4900000,5200000,4100000,500000
19504465,15171671,11420268,5367674,Perlu Perhatian,19500000,15200000,11400000,5400000
8257783,7100314,6415700,995094,Berisiko,8300000,7100000,6400000,1000000
12236276,2736563,1985105,3818878,Sehat,12200000,2700000,2000000,3800000
12011378,14050761,10482665,1478992,Berisiko,12000000,14100000,10500000,1500000
19739055,16019572,13083465,737968,Berisiko,19700000,16000000,13100000,700000
8145592,2630417,1982386,1565184,Sehat,8100000,2600000,2000000,1600000
19267612,4506350,4246220,2620337,Sehat,19300000,4500000,4200000,2600000
12988267,4957933,4754568,1590333,Sehat,13000000,5000000,4800000,1600000
19464609,13041184,9337480,1407410,Perlu Perhatian,19500000,13000000,9300000,1400000
10803735,7756947,7348418,2926908,Perlu Perhatian,10800000,7800000,7300000,2900000
10492144,2945658,3109295,2057656,Sehat,10500000,2900000,3100000,2100000
11637642,3080451,2197277,1941208,Sehat,11600000,3100000,2200000,1900000
3214146,1657193,1676183,672653,Perlu Perhatian,3200000,1700000,1700000,700000
6458603,3835648,4139296,1002691,Perlu Perhatian,6500000,3800000,4100000,1000000
12409246,14297333,10202480,506630,Berisiko,12400000,14300000,10200000,500000
18075891,18994383,19996195,66768,Berisiko,18100000,19000000,20000000,100000
14971193,5297683,5383027,5004309,Sehat,15000000,5300000,5400000,5000000
8140369,3680075,3579718,2378206,Sehat,8100000,3700000,3600000,2400000
9923873,5389454,5753794,1710192,Perlu Perhatian,9900000,5400000,5800000,1700000
16303436,3304081,3255235,4141586,Sehat,16300000,3300000,3300000,4100000
19070968,9583195,9020561,2001642,Perlu Perhatian,19100000,9600000,9000000,2000000
9112066,7107406,6525602,2359818,Perlu Perhatian,9100000,7100000,6500000,2400000
3046262,1586434,1584509,178733,Perlu Perhatian,3000000,1600000,1600000,200000
5830550,4340343,3703536,1427684,Perlu Perhatian,5800000,4300000,3700000,1400000
10023348,3257596,3353421,3952073,Sehat,10000000,3300000,3400000,4000000
5934053,1434043,1405809,1698694,Sehat,5900000,1400000,1400000,1700000
4667160,3917755,3251313,213158,Berisiko,4700000,3900000,3300000,200000
9966033,4713969,3578337,1241661,Sehat,10000000,4700000,3600000,1200000
10629781,4587492,3573457,2820152,Sehat,10600000,4600000,3600000,2800000
8422617,4315794,4355014,1719870,Perlu Perhatian,8400000,4300000,4400000,1700000
3752135,4106512,4436355,394651,Berisiko,3800000,4100000,4400000,400000
14820953,14097218,14313659,2318198,Berisiko,14800000,14100000,14300000,2300000
5382739,3468304,2834508,1593307,Perlu Perhatian,5400000,3500000,2800000,1600000
17545801,6236911,4472064,2960905,Sehat,17500000,6200000,4500000,3000000
